날짜,편입비중_삼성전자,편입비중_삼성바이오로직스,편입비중_SK하이닉스,편입비중_LG화학,편입비중_삼성SDI,지수,설정좌수,환매좌수,총좌수,iNAV,AUM,매매내역_삼성전자,매매내역_삼성바이오로직스,매매내역_SK하이닉스,매매내역_LG화학,매매내역_삼성SDI,주식잔고_삼성전자,주식잔고_삼성바이오로직스,주식잔고_SK하이닉스,주식잔고_LG화학,주식잔고_삼성SDI
2020-07-08,0.7029730390870413,0.03756832156368477,0.1319089333563218,0.07071566901382106,0.056834036979131024,1.0196198444098517,200000,50000,7600000,10196.198444098516,77491108175.14873,20286.0,79.0,2410.0,210.0,226.0,1027814,4002,122123,10681,11424
2020-07-09,0.6994885575641916,0.03777864583208401,0.13065039756310048,0.07421145511152458,0.05787094392909934,1.020832261582631,100000,50000,7650000,10208.322615826311,78093668011.07129,6762.0,26.0,804.0,71.0,75.0,1034576,4028,122927,10752,11499
2020-07-10,0.7008415359597827,0.037411753353397616,0.13083547200406617,0.07311397223912078,0.05779726644363271,1.016931877345113,200000,150000,7700000,10169.31877345113,78303754555.5737,6762.0,26.0,803.0,70.0,75.0,1041338,4054,123730,10822,11574
2020-07-13,0.7013797532783682,0.03689910843527186,0.12953168394134776,0.07466804562862073,0.05752140871639147,1.0296487837014527,200000,200000,7700000,10296.487837014527,79282956345.01186,0.0,0.0,0.0,0.0,0.0,1041338,4054,123730,10822,11574
2020-07-14,0.7043205935825405,0.03703026382656962,0.1289521516322288,0.072654891438892,0.05704209951976903,1.0330300798286642,200000,100000,7800000,10330.300798286642,80576346226.6358,13524.0,53.0,1607.0,141.0,151.0,1054862,4107,125337,10963,11725
2020-07-15,0.7061119253380373,0.037209111870829176,0.12730640769172566,0.07298281485552764,0.056389740243880215,1.0476467228890185,150000,50000,7900000,10476.467228890186,82764091108.23247,13523.0,53.0,1607.0,140.0,150.0,1068385,4160,126944,11103,11875
2020-07-16,0.7063208817127486,0.03698385188303273,0.12900639253431706,0.07136034632550572,0.056328527544395844,1.0301045570806768,100000,100000,7900000,10301.045570806768,81378260009.37346,0.0,0.0,0.0,0.0,0.0,1068385,4160,126944,11103,11875
2020-07-17,0.7089342337975347,0.037262929777658674,0.12836526762466247,0.0698863309360915,0.05555123786405264,1.037753077290557,200000,50000,8050000,10377.53077290557,83539122721.88983,20286.0,79.0,2410.0,211.0,225.0,1088671,4239,129354,11314,12100
2020-07-20,0.7100858728227301,0.037259521170746296,0.127958563117661,0.06957736478123132,0.05511867810763134,1.0322609366067195,150000,100000,8100000,10322.609366067194,83613135865.14427,6762.0,26.0,804.0,70.0,76.0,1095433,4265,130158,11384,12176
2020-07-21,0.7089814353520718,0.037004291063408044,0.1281125510017837,0.07075216652383906,0.055149556058897375,1.0548515532121618,50000,0,8150000,10548.515532121619,85970401586.7912,6762.0,26.0,803.0,70.0,75.0,1102195,4291,130961,11454,12251
